county_name|internal_point_lat|internal_point_lon
Noble County|36.3849010|-97.2363345
Nowata County|36.7896148|-95.6133123
Okfuskee County|35.4668040|-96.3277619
Oklahoma County|35.5546109|-97.4094007
Okmulgee County|35.6435003|-95.9659468
Osage County|36.6242995|-96.4081120
Ottawa County|36.8357635|-94.8026814
Pawnee County|36.3137038|-96.6966693
Payne County|36.0792254|-96.9752553
Pittsburg County|34.9255401|-95.7481302
Pontotoc County|34.7214461|-96.6919710
Pottawatomie County|35.2113928|-96.9570070
Pushmataha County|34.3778990|-95.4080818
Roger Mills County|35.7085544|-99.7415716
Rogers County|36.3777941|-95.6013835
Seminole County|35.1583657|-96.6028575
Sequoyah County|35.5024345|-94.7507569
Stephens County|34.4813609|-97.8556068
Texas County|36.7463169|-101.4838549
Tillman County|34.3710852|-98.9317010
Tulsa County|36.1203177|-95.9418132
Wagoner County|35.9634785|-95.5140982
Washington County|36.7043803|-95.9061545
Washita County|35.2894967|-98.9914359
Woods County|36.7269843|-98.8636490
Woodward County|36.4256189|-99.2736609
Baker County|44.7034268|-117.6919334
Benton County|44.4938816|-123.4246641
Clackamas County|45.1604934|-122.1951274
Clatsop County|46.0245094|-123.7050366
Columbia County|45.9419320|-123.0810790
Coos County|43.1859095|-124.0941335
Crook County|44.1630537|-120.3715849
Curry County|42.4664387|-124.2109292
Deschutes County|43.9151181|-121.2255751
Douglas County|43.2863277|-123.1544760
Gilliam County|45.4305900|-120.3199010
Grant County|44.4963261|-119.0140572
Harney County|43.0644492|-118.9871695
Hood River County|45.5117753|-121.6559762
Jackson County|42.4116214|-122.6756106
Jefferson County|44.6451505|-121.1786315
Josephine County|42.3869829|-123.5716197
Klamath County|42.6837613|-121.6461682
Lake County|42.7884009|-120.3897896
Lane County|43.9283286|-122.8976901
Lincoln County|44.6410607|-123.9112121
Linn County|44.4888982|-122.5372084
Malheur County|43.1886252|-117.6031915
Marion County|44.9008984|-122.5762602
Morrow County|45.4254956|-119.6023111
Multnomah County|45.5477107|-122.4173625
Polk County|44.9003752|-123.3986729
Sherman County|45.3992158|-120.6785124
Tillamook County|45.4558895|-123.7592988
Umatilla County|45.5911997|-118.7338795
Union County|45.3040809|-117.9991488
Wallowa County|45.5937530|-117.1855796
Wasco County|45.1645359|-121.1650693
Washington County|45.5535419|-123.0976146
Wheeler County|44.7364146|-120.0268608
Yamhill County|45.2478274|-123.3163993
Adams County|39.8694707|-77.2177296
Allegheny County|40.4697574|-79.9804515
Armstrong County|40.8123805|-79.4641285
Beaver County|40.6841401|-80.3507209
Bedford County|39.9986336|-78.4947466
Berks County|40.4139565|-75.9268598
Blair County|40.4986536|-78.3095974
Bradford County|41.7915044|-76.5021231
Bucks County|40.3368872|-75.1070600
Butler County|40.9138467|-79.9189776
Cambria County|40.5102221|-78.7104783
Cameron County|41.4382909|-78.1983225
Carbon County|40.9183666|-75.7050387
Centre County|40.9091275|-77.8478769
Chester County|39.9740287|-75.7497520
Clarion County|41.1981594|-79.4203691
Clearfield County|41.0002489|-78.4737490
Clinton County|41.2626240|-77.6963600
Columbia County|41.0455174|-76.4042599
Crawford County|41.6878760|-80.1077950
Cumberland County|40.1648047|-77.2634419
Dauphin County|40.4125646|-76.7926343
Delaware County|39.9166853|-75.3988178
Elk County|41.4273317|-78.6539366
Erie County|42.1179519|-80.0963858
Fayette County|39.9189072|-79.6401194
Forest County|41.5133040|-79.2497050
Franklin County|39.9267722|-77.7245208
Fulton County|39.9107505|-78.1226171
Greene County|39.8477067|-80.2256552
Huntingdon County|40.4223108|-77.9685953
Indiana County|40.6514319|-79.0875451
Jefferson County|41.1380282|-79.0124190
Juniata County|40.5306730|-77.4004377
Lackawanna County|41.4402841|-75.6096661
Lancaster County|40.0419921|-76.2501980
Lawrence County|40.9927352|-80.3344455
Lebanon County|40.3714482|-76.4648185
Lehigh County|40.6142409|-75.5906269
Luzerne County|41.1727868|-75.9760345
Lycoming County|41.3438824|-77.0552624
McKean County|41.8145902|-78.5724631
Mercer County|41.3000142|-80.2527863
Mifflin County|40.6016153|-77.6518322
Monroe County|41.0562401|-75.3290651
Montgomery County|40.2099992|-75.3702011
Montour County|41.0292837|-76.6652253
Northampton County|40.7527913|-75.3074468
Northumberland County|40.8515244|-76.7098770
Perry County|40.3977795|-77.2663284
Philadelphia County|40.0093755|-75.1333459
Pike County|41.3259485|-75.0315143
Potter County|41.7485866|-77.8944358
Schuylkill County|40.7036820|-76.2177878
Snyder County|40.7554068|-77.0729288
Somerset County|39.9812968|-79.0284859
Sullivan County|41.4392848|-76.5117166
Susquehanna County|41.8196651|-75.8009686
Tioga County|41.7668593|-77.2572881
Union County|40.9621790|-77.0554751
Venango County|41.4007143|-79.7658126
Warren County|41.8342984|-79.2981823
Washington County|40.2000054|-80.2521319
Wayne County|41.6466021|-75.2924932
Westmoreland County|40.3110682|-79.4666879
Wyoming County|41.5251726|-76.0087310
York County|39.9217514|-76.7288887
Bristol County|41.7068313|-71.2866369
Kent County|41.6742448|-71.5809243
Newport County|41.5025036|-71.2836888
Providence County|41.8697678|-71.5786246
Washington County|41.3967920|-71.6202819
Abbeville County|34.2290410|-82.4540577
Aiken County|33.5500134|-81.6329830
Allendale County|32.9797573|-81.3632651
Anderson County|34.5212350|-82.6386029
Bamberg County|33.2030211|-81.0531607
Barnwell County|33.2605516|-81.4342278
Beaufort County|32.3581120|-80.6894218
Berkeley County|33.2077000|-79.9536554
Calhoun County|33.6747804|-80.7803468
Charleston County|32.8004582|-79.9424800
Cherokee County|35.0497962|-81.6076469
Chester County|34.6893424|-81.1612488
Chesterfield County|34.6370178|-80.1592269
Clarendon County|33.6646821|-80.2178886
Colleton County|32.8350184|-80.6552438
Darlington County|34.3321854|-79.9621155
Dillon County|34.3901723|-79.3749638
Dorchester County|33.0821859|-80.4046966
Edgefield County|33.7764976|-81.9682452
Fairfield County|34.3956685|-81.1270007
Florence County|34.0285346|-79.7102329
Georgetown County|33.4175309|-79.2963325
Greenville County|34.8926452|-82.3720772
Greenwood County|34.1557959|-82.1278759
Hampton County|32.7783341|-81.1438217
Horry County|33.9092694|-78.9766749
Jasper County|32.4305900|-81.0216270
Kershaw County|34.3383561|-80.5908847
Lancaster County|34.6868182|-80.7036885
Laurens County|34.4836761|-82.0054976
Lee County|34.1586401|-80.2512086
Lexington County|33.8994765|-81.2662769
McCormick County|33.8975992|-82.3161961
Marion County|34.0836195|-79.3540014
Marlboro County|34.6016700|-79.6794351
Newberry County|34.2898805|-81.5996761
Oconee County|34.7487656|-83.0615395
Orangeburg County|33.4361350|-80.8029131
Pickens County|34.8853677|-82.7233774
Richland County|34.0290952|-80.8980371
Saluda County|34.0052784|-81.7279033
Spartanburg County|34.9332708|-81.9910522
Sumter County|33.9161395|-80.3823757
Union County|34.6903965|-81.6158961
Williamsburg County|33.6264617|-79.7164740
York County|34.9701875|-81.1831873
Aurora County|43.7247191|-98.5775872
Beadle County|44.4182649|-98.2794224
Bennett County|43.1869121|-101.6771810
Bon Homme County|42.9857990|-97.8841987
Brookings County|44.3766745|-96.7977971
Brown County|45.5892542|-98.3521746
Brule County|43.7298732|-99.0929090
Buffalo County|44.0443062|-99.2039983
Butte County|44.8962264|-103.5014361
Campbell County|45.7855747|-100.0021074
Charles Mix County|43.2061853|-98.5951429
Clark County|44.8552107|-97.7249124
Clay County|42.9161495|-96.9804680
Codington County|44.9662852|-97.1988375
Corson County|45.6856708|-101.1796647
Custer County|43.6849428|-103.4622500
Davison County|43.6804393|-98.1558683
Day County|45.3551610|-97.5814295
Deuel County|44.7562899|-96.6902393
Dewey County|45.1480490|-100.8379534
Douglas County|43.3915064|-98.3584331
Edmunds County|45.4116802|-99.2053620
Fall River County|43.2216189|-103.5126087
Faulk County|45.0654764|-99.1535637
Grant County|45.1726366|-96.7722606
Gregory County|43.1751423|-99.2065908
Haakon County|44.2828810|-101.5954424
Hamlin County|44.6806187|-97.1785980
Hand County|44.5467133|-99.0045751
Hanson County|43.6806116|-97.7968454
Harding County|45.5966105|-103.4738711
Hughes County|44.3844521|-99.9756842
Hutchinson County|43.3367101|-97.7493828
Hyde County|44.5371743|-99.4727359
Jackson County|43.6775060|-101.6263229
Jerauld County|44.0634099|-98.6231702
Jones County|43.9519910|-100.6861382
Kingsbury County|44.3629687|-97.4993130
Lake County|44.0284497|-97.1232229
Lawrence County|44.3487670|-103.8049474
Lincoln County|43.2794204|-96.7222862
Lyman County|43.8948122|-99.8419253
McCook County|43.6804155|-97.3580479
McPherson County|45.7842491|-99.2114212
Marshall County|45.7370443|-97.5808695
Meade County|44.6052822|-102.7141689
Mellette County|43.5846896|-100.7609555
Miner County|44.0215411|-97.6081220
Minnehaha County|43.6674723|-96.7957261
Moody County|44.0124293|-96.6760536
Oglala Lakota County|43.3335802|-102.5616865
Pennington County|44.0023492|-102.8238015
Perkins County|45.4833865|-102.4679947
Potter County|45.0527131|-99.9620034
Roberts County|45.6233973|-96.9475513
Sanborn County|44.0189419|-98.0917093
Spink County|44.9237717|-98.3396152
Stanley County|44.4155468|-100.7491628
Sully County|44.7223250|-100.1313985
Todd County|43.2087936|-100.7076636
Tripp County|43.3497292|-99.8762186
Turner County|43.3086698|-97.1501851
Union County|42.8311064|-96.6508287
Walworth County|45.4276046|-100.0278563
Yankton County|43.0066030|-97.3883614
Ziebach County|44.9897638|-101.6608274
Anderson County|36.1167307|-84.1954177
Bedford County|35.5136604|-86.4582939
Benton County|36.0709478|-88.0712321
Bledsoe County|35.5935612|-85.2059104
Blount County|35.6881849|-83.9229731
Bradley County|35.1539144|-84.8594137
Campbell County|36.4015922|-84.1592495
Cannon County|35.8083940|-86.0624044
Carroll County|35.9657478|-88.4523791
Carter County|36.2847441|-82.1265932
Cheatham County|36.2551687|-87.1008077
Chester County|35.4202530|-88.6113533
Claiborne County|36.5015720|-83.6606975
Clay County|36.5457493|-85.5457173
Cocke County|35.9161980|-83.1192242
Coffee County|35.4887654|-86.0782018
Crockett County|35.8187949|-89.1324936
Cumberland County|35.9523984|-84.9947614
Davidson County|36.1691287|-86.7847898
Decatur County|35.6031362|-88.1102917
DeKalb County|35.9822191|-85.8335959
Dickson County|36.1455325|-87.3641546
Dyer County|36.0541960|-89.3983058
Fayette County|35.1969933|-89.4138027
Fentress County|36.3698921|-84.9377641
Franklin County|35.1559259|-86.0992032
Gibson County|35.9916316|-88.9338117
Giles County|35.2027228|-87.0353190
Grainger County|36.2775091|-83.5095458
Greene County|36.1794867|-82.8475235
Grundy County|35.3933855|-85.7103793
Hamblen County|36.2183967|-83.2660711
Hamilton County|35.1634720|-85.2018432
Hancock County|36.5213528|-83.2274928
Hardeman County|35.2187853|-88.9886970
Hardin County|35.2018926|-88.1856958
Hawkins County|36.4520892|-82.9314850
Haywood County|35.5866782|-89.2826913
Henderson County|35.6539945|-88.3876742
Henry County|36.3252950|-88.3002878
Hickman County|35.8023275|-87.4671159
Houston County|36.2857824|-87.7055983
Humphreys County|36.0408218|-87.7904526
Jackson County|36.3542499|-85.6741278
Jefferson County|36.0483379|-83.4411426
Johnson County|36.4532029|-81.8612467
Knox County|35.9927265|-83.9377209
Lake County|36.3339054|-89.4855365
Lauderdale County|35.7629507|-89.6277318
Lawrence County|35.2204764|-87.3965460
Lewis County|35.5232441|-87.4969827
Lincoln County|35.1427838|-86.5934033
Loudon County|35.7350854|-84.3140848
McMinn County|35.4244722|-84.6199488
McNairy County|35.1753751|-88.5637397
Macon County|36.5377572|-86.0009596
Madison County|35.6060563|-88.8334238
Marion County|35.1334215|-85.6183990
Marshall County|35.4683433|-86.7658650
Maury County|35.6156963|-87.0777632
Meigs County|35.5122030|-84.8161015
Monroe County|35.4478181|-84.2497050
Montgomery County|36.5003535|-87.3808865
Moore County|35.2888885|-86.3586840
Morgan County|36.1386970|-84.6392616
Obion County|36.3579958|-89.1500236
Overton County|36.3448504|-85.2830756
Perry County|35.6637521|-87.8693256
Pickett County|36.5593638|-85.0757410
Polk County|35.1094371|-84.5411124
Putnam County|36.1409404|-85.4961801
Rhea County|35.6005900|-84.9495484
Roane County|35.8472504|-84.5239292
Robertson County|36.5275092|-86.8693538
Rutherford County|35.8433688|-86.4172127
Scott County|36.4352340|-84.5035200
Sequatchie County|35.3723358|-85.4100820
Sevier County|35.7953454|-83.5184957
Shelby County|35.1837942|-89.8953970
Smith County|36.2566451|-85.9419149
Stewart County|36.4584642|-87.8118894
Sullivan County|36.5096806|-82.3013363
Sumner County|36.4734430|-86.4597975
Tipton County|35.5002588|-89.7668030
Trousdale County|36.3930297|-86.1566909
Unicoi County|36.1001287|-82.4182181
Union County|36.2841401|-83.8360878
Van Buren County|35.6992335|-85.4584092
Warren County|35.6782498|-85.7773428
Washington County|36.2956649|-82.4950374
Wayne County|35.2428473|-87.8198433
Weakley County|36.3035963|-88.7211938
White County|35.9270486|-85.4557854
Williamson County|35.8948075|-86.8980679
Wilson County|36.1495270|-86.2912423
Anderson County|31.8412614|-95.6617267
Andrews County|32.3122581|-102.6402058
Angelina County|31.2518963|-94.6111337
Aransas County|28.1226209|-96.9675012
Archer County|33.6163054|-98.6872669
Armstrong County|34.9641790|-101.3566363
Atascosa County|28.8914775|-98.5353810
Austin County|29.8919013|-96.2701696
Bailey County|34.0675209|-102.8303446
Bandera County|29.7563890|-99.2482849
Bastrop County|30.1007718|-97.3106392
Baylor County|33.6188024|-99.2081888
Bee County|28.4160769|-97.7425858
Bell County|31.0427479|-97.4812697
Bexar County|29.4486708|-98.5201465
Blanco County|30.2664556|-98.3992170
Borden County|32.7385899|-101.4391990
Bosque County|31.9008189|-97.6376407
Bowie County|33.4460648|-94.4223930
Brazoria County|29.1678175|-95.4346470
Brazos County|30.6567132|-96.3023935
Brewster County|29.8089965|-103.2524579
Briscoe County|34.5251725|-101.2058930
Brooks County|27.0349936|-98.2152756
Brown County|31.7641372|-98.9984560
Burleson County|30.4934867|-96.6220912
Burnet County|30.7896305|-98.2011868
Caldwell County|29.8323986|-97.6281410
Calhoun County|28.4417191|-96.5795739
Callahan County|32.2931499|-99.3722490
Cameron County|26.1029227|-97.4789584
Camp County|32.9745813|-94.9790850
Carson County|35.4054961|-101.3553558
Cass County|33.0836979|-94.3575786
Castro County|34.5336207|-102.2587856
Chambers County|29.6963741|-94.6694454
Cherokee County|31.8438807|-95.1563425
Childress County|34.5246235|-100.2081658
Clay County|33.7859042|-98.2129174
Cochran County|33.6084401|-102.8304490
Coke County|31.8771104|-100.6352305
Coleman County|31.9142052|-99.3466223
Collin County|33.1945322|-96.5794437
Collingsworth County|34.9633577|-100.2721351
Colorado County|29.5962960|-96.5089347
Comal County|29.8054913|-98.2605440
Comanche County|31.9516447|-98.5496169
Concho County|31.3188831|-99.8636485
Cooke County|33.6391964|-97.2103433
Coryell County|31.3911774|-97.7980223
Cottle County|34.0919063|-100.2764416
Crane County|31.4227965|-102.4877739
Crockett County|30.7175316|-101.4042113
Crosby County|33.6091440|-101.2987099
Culberson County|31.4459085|-104.5269447
Dallam County|36.2863696|-102.5940204
Dallas County|32.7669866|-96.7784238
Dawson County|32.7425280|-101.9487714
Deaf Smith County|34.9407663|-102.6075637
Delta County|33.3859329|-95.6733504
Denton County|33.2051320|-97.1211403
DeWitt County|29.0823457|-97.3616543
Dickens County|33.6153628|-100.7876173
Dimmit County|28.4235871|-99.7658713
Donley County|34.9550364|-100.8158457
Duval County|27.6811232|-98.4973933
Eastland County|32.3246454|-98.8365596
Ector County|31.8653008|-102.5425068
Edwards County|29.9858774|-100.3073732
Ellis County|32.3468783|-96.7969403
El Paso County|31.7664803|-106.2414235
Erath County|32.2366609|-98.2205073
Falls County|31.2519298|-96.9341275
Fannin County|33.5911611|-96.1049882
Fayette County|29.8778861|-96.9212309
Fisher County|32.7404728|-100.4031198
Floyd County|34.0737305|-101.3032742
Foard County|33.9633063|-99.8168285
Fort Bend County|29.5266017|-95.7710149
Franklin County|33.1758457|-95.2190662
Freestone County|31.7017487|-96.1449568
Frio County|28.8693343|-99.1087876
Gaines County|32.7439423|-102.6315614
Galveston County|29.2334530|-94.8884558
Garza County|33.1837920|-101.3011341
Gillespie County|30.3250913|-98.9418512
Glasscock County|31.8680062|-101.5214944
Goliad County|28.6607000|-97.4304145
Gonzales County|29.4619121|-97.4919205
Gray County|35.4025424|-100.8123736
Grayson County|33.6245240|-96.6756930
Gregg County|32.4863971|-94.8162759
Grimes County|30.5432314|-95.9880820
Guadalupe County|29.5835320|-97.9467710
Hale County|34.0684364|-101.8228879
Hall County|34.6556227|-100.7638926
Hamilton County|31.7073424|-98.1117562
Hansford County|36.2728469|-101.3569304
Hardeman County|34.2899036|-99.7456973
Hardin County|30.3296483|-94.3931782
Harris County|29.8572730|-95.3930371
Harrison County|32.5479914|-94.3744344
Hartley County|35.8402444|-102.6100473
Haskell County|33.1759638|-99.7307740
Hays County|30.0612247|-98.0292673
Hemphill County|35.8159564|-100.2792102
Henderson County|32.2116334|-95.8534183
Hidalgo County|26.3963839|-98.1809900
Hill County|31.9826809|-97.1306680
Hockley County|33.6059320|-102.3433978
Hood County|32.4301490|-97.8316766
Hopkins County|33.1489673|-95.5654337
Houston County|31.3230362|-95.4215995
Howard County|32.3034298|-101.4387208
Hudspeth County|31.4508678|-105.3775489
Hunt County|33.1233077|-96.0842298
Hutchinson County|35.8370470|-101.3627461
Irion County|31.3034241|-100.9813037
Jack County|33.2321615|-98.1711758
Jackson County|28.9598019|-96.5890800
Jasper County|30.7529323|-94.0222943
Jeff Davis County|30.6253574|-104.1918730
Jefferson County|29.8539997|-94.1493306
Jim Hogg County|27.0532308|-98.7475708
Jim Wells County|27.7335157|-98.0908141
Johnson County|32.3798207|-97.3649587
Jones County|32.7437089|-99.8744297
Karnes County|28.9089957|-97.8522048
Kaufman County|32.5989442|-96.2883773
Kendall County|29.9435246|-98.7092693
Kenedy County|26.8902129|-97.5911434
Kent County|33.1847797|-100.7697199
Kerr County|30.0599530|-99.3533388
Kimble County|30.4794720|-99.7463959
King County|33.6142675|-100.2453455
Kinney County|29.3470865|-100.4177003
Kleberg County|27.4387348|-97.6606203
Knox County|33.6118897|-99.7303563
Lamar County|33.6672628|-95.5703477
Lamb County|34.0688615|-102.3480182
Lampasas County|31.1967308|-98.2408885
La Salle County|28.3510976|-99.0967743
Lavaca County|29.3825778|-96.9236334
Lee County|30.3214983|-96.9768226
Leon County|31.3004926|-95.9956219
Liberty County|30.1585081|-94.8440607
Limestone County|31.5475427|-96.5936230
Lipscomb County|36.2801998|-100.2726827
Live Oak County|28.3515349|-98.1269608
Llano County|30.7075845|-98.6846901
Loving County|31.8449361|-103.5612293
Lubbock County|33.6114688|-101.8199438
Lynn County|33.1784124|-101.8184933
McCulloch County|31.2054766|-99.3598557
McLennan County|31.5495958|-97.2015108
McMullen County|28.3849220|-98.5788529
Madison County|30.9668782|-95.9303719
Marion County|32.7981821|-94.3568533
Martin County|32.3098298|-101.9618363
Mason County|30.7039159|-99.2373018
Matagorda County|28.7747601|-96.0015316
Maverick County|28.7297873|-100.3166780
Medina County|29.3536614|-99.1110845
Menard County|30.8852677|-99.8588613
Midland County|31.8142693|-102.0024538
Milam County|30.7912420|-96.9843946
Mills County|31.4948885|-98.5946231
Mitchell County|32.3041168|-100.9243924
Montague County|33.6783558|-97.7250138
Montgomery County|30.2988009|-95.5029500
Moore County|35.8356759|-101.8905018
Morris County|33.1164660|-94.7312653
Motley County|34.0578993|-100.7931519
Nacogdoches County|31.6205598|-94.6202497
Navarro County|32.0484480|-96.4769087
Newton County|30.7867182|-93.7392500
Nolan County|32.3123379|-100.4181078
Nueces County|27.7400315|-97.5162143
Ochiltree County|36.2787442|-100.8158636
Oldham County|35.4019206|-102.5976203
Orange County|30.1223229|-93.8940999
Palo Pinto County|32.7522042|-98.3179673
Panola County|32.1639784|-94.3051563
Parker County|32.7770964|-97.8059049
Parmer County|34.5321628|-102.7848533
Pecos County|30.7732980|-102.7181533
Polk County|30.7845525|-94.8373376
Potter County|35.3986751|-101.8938040
Presidio County|30.0058912|-104.2616192
Rains County|32.8705795|-95.7954400
Randall County|34.9625290|-101.8955472
Reagan County|31.3751911|-101.5143954
Real County|29.8300967|-99.8125490
Red River County|33.6196255|-95.0484293
Reeves County|31.3083660|-103.7127060
Refugio County|28.3221157|-97.1624723
Roberts County|35.8385960|-100.8366824
Robertson County|31.0254810|-96.5149408
Rockwall County|32.8986766|-96.4044017
Runnels County|31.8451193|-99.9827145
Rusk County|32.1094232|-94.7563823
Sabine County|31.3432997|-93.8519129
San Augustine County|31.3824492|-94.1631796
San Jacinto County|30.5743884|-95.1631363
San Patricio County|28.0117944|-97.5171566
San Saba County|31.1551375|-98.8192922
Schleicher County|30.8962331|-100.5272161
Scurry County|32.7443531|-100.9133465
Shackelford County|32.7438198|-99.3470045
Shelby County|31.7901394|-94.1425794
Sherman County|36.2785929|-101.8992648
Smith County|32.3770156|-95.2700409
Somervell County|32.2180714|-97.7692171
Starr County|26.5309027|-98.7402346
Stephens County|32.7380521|-98.8393443
Sterling County|31.8357735|-101.0549114
Stonewall County|33.1795797|-100.2538069
Sutton County|30.5221852|-100.5133594
Swisher County|34.5263193|-101.7438647
Tarrant County|32.7721191|-97.2912241
Taylor County|32.2971255|-99.8904299
Terrell County|30.2323427|-102.0725126
Terry County|33.1712290|-102.3392840
Throckmorton County|33.1706954|-99.2057960
Titus County|33.2145990|-94.9667825
Tom Green County|31.3988233|-100.4637879
Travis County|30.2395128|-97.6912697
Trinity County|31.0966750|-95.1516869
Tyler County|30.7692953|-94.3756561
Upshur County|32.7353495|-94.9411837
Upton County|31.3538163|-102.0415461
Uvalde County|29.3503081|-99.7684270
Val Verde County|29.8752853|-101.1433237
Van Zandt County|32.5587866|-95.8369057
Victoria County|28.7963699|-96.9711977
Walker County|30.7431631|-95.5698246
Waller County|30.0135901|-95.9821493
Ward County|31.5130687|-103.1051127
Washington County|30.2150752|-96.4102717
Webb County|27.7607987|-99.3407518
Wharton County|29.2784805|-96.2296745
Wheeler County|35.3925926|-100.2531067
Wichita County|33.9882125|-98.7080098
Wilbarger County|34.0849199|-99.2424397
Willacy County|26.4818607|-97.5947313
Williamson County|30.6490817|-97.6050646
Wilson County|29.1738830|-98.0867336
Winkler County|31.8328615|-103.0549246
Wise County|33.2190947|-97.6539968
Wood County|32.7835881|-95.3821664
Yoakum County|33.1623979|-102.8322422
Young County|33.1587778|-98.6783895
Zapata County|26.9969806|-99.1826027
Zavala County|28.8646523|-99.7598304
Beaver County|38.3575350|-113.2389481
Box Elder County|41.2760610|-113.1262260
Cache County|41.7341174|-111.7453987
Carbon County|39.6732840|-110.5884845
Daggett County|40.8900990|-109.5057855
Davis County|41.0375594|-112.2019434
Duchesne County|40.2893927|-110.4295838
Emery County|39.0090246|-110.7210999
Garfield County|37.8316645|-111.4509076
Grand County|38.9743261|-109.5734502
Iron County|37.9093044|-113.3067405
Juab County|39.7141200|-112.7904710
Kane County|37.2750892|-111.8153290
Millard County|38.9567436|-113.1330920
Morgan County|41.0910273|-111.5778846
Piute County|38.3358805|-112.1293755
Rich County|41.6275976|-111.2402269
Salt Lake County|40.6678828|-111.9242397
San Juan County|37.6026332|-109.7915742
Sanpete County|39.3825309|-111.5728826
Sevier County|38.7468245|-111.8119299
Summit County|40.8720603|-110.9684862
Tooele County|40.4677525|-113.1239786
Uintah County|40.1258872|-109.5177482
Utah County|40.1204248|-111.6685082
Wasatch County|40.3348838|-111.1615683
Washington County|37.2625308|-113.4878003
Wayne County|38.2598402|-110.9908770
Weber County|41.2703252|-111.8768830
Addison County|44.0312479|-73.1415807
Bennington County|43.0353254|-73.1114603
Caledonia County|44.4687907|-72.1121676
Chittenden County|44.4633289|-73.0694099
Essex County|44.7240209|-71.7327362
Franklin County|44.8589643|-72.9094023
Grand Isle County|44.8017867|-73.3007590
Lamoille County|44.6037037|-72.6389224
Orange County|44.0033924|-72.3696871
Orleans County|44.8284417|-72.2516300
Rutland County|43.5808577|-73.0382023
Washington County|44.2749884|-72.6095138
Windham County|42.9953348|-72.7219550
Windsor County|43.5726846|-72.5988211
Accomack County|37.7659435|-75.7578073
Albemarle County|38.0241841|-78.5535056
Alleghany County|37.7879048|-80.0086690
Amelia County|37.3319271|-77.9774619
Amherst County|37.6293036|-79.1546672
Appomattox County|37.3707253|-78.8109404
Arlington County|38.8783374|-77.1007034
Augusta County|38.1719106|-79.1475571
Bath County|38.0683679|-79.7312032
Bedford County|37.3122568|-79.5272234
Bland County|37.1306124|-81.1258532
Botetourt County|37.5654822|-79.7975457
Brunswick County|36.7642043|-77.8614832
Buchanan County|37.2681198|-82.0381508
Buckingham County|37.5739280|-78.5291687
Campbell County|37.2101515|-79.0954282
Caroline County|38.0303193|-77.3523482
Carroll County|36.7319632|-80.7278307
Charles City County|37.3610537|-77.0541700
Charlotte County|37.0090421|-78.6585682
Chesterfield County|37.3784338|-77.5858474
Clarke County|39.1153068|-77.9907479
Craig County|37.4736031|-80.2310507
Culpeper County|38.4859303|-77.9564758
Cumberland County|37.5201891|-78.2528364
Dickenson County|37.1367011|-82.3492199
Dinwiddie County|37.0734984|-77.6354922
Essex County|37.9394802|-76.9418713
Fairfax County|38.8295203|-77.2732524
Fauquier County|38.7440956|-77.8215005
Floyd County|36.9314331|-80.3502662
Fluvanna County|37.8305840|-78.2834938
Franklin County|36.9911862|-79.8827149
Frederick County|39.2036601|-78.2638291
Giles County|37.3180719|-80.6983210
Gloucester County|37.4035413|-76.5235051
Goochland County|37.7188141|-77.9176263
Grayson County|36.6522288|-81.2153240
Greene County|38.2979805|-78.4701629
Greensville County|36.6803363|-77.5602774
Halifax County|36.7664610|-78.9396142
Hanover County|37.7602149|-77.4913168
Henrico County|37.6312689|-77.6519216
Henry County|36.7814785|-79.7592313
Highland County|38.3662431|-79.5644718
Isle of Wight County|36.9014184|-76.7075688
James City County|37.3248367|-76.7778878
King and Queen County|37.7177719|-76.9055814
King George County|38.2771799|-77.1626355
King William County|37.7082604|-77.0910539
Lancaster County|37.7048433|-76.4126628
Lee County|36.7017206|-83.1301117
Loudoun County|39.0812000|-77.6388976
Louisa County|37.9727041|-77.9597950
Lunenburg County|36.9455547|-78.2405281
Madison County|38.4120586|-78.2769614
Mathews County|37.4253479|-76.2688078
Mecklenburg County|36.6872563|-78.3689592
Middlesex County|37.6069753|-76.5280819
Montgomery County|37.1755344|-80.3877913
Nelson County|37.7890795|-78.8834397
New Kent County|37.5101580|-76.9993262
Northampton County|37.3027754|-75.9240177
Northumberland County|37.8569736|-76.3796872
Nottoway County|37.1411668|-78.0538655
Orange County|38.2501930|-78.0096224
Page County|38.6232085|-78.4918718
Patrick County|36.6671385|-80.2864130
Pittsylvania County|36.8217206|-79.3985019
Powhatan County|37.5494041|-77.9128553
Prince Edward County|37.2248813|-78.4329574
Prince George County|37.1873255|-77.2209931
Prince William County|38.7011187|-77.4795791
Pulaski County|37.0633853|-80.7134439
Rappahannock County|38.6845215|-78.1688241
Richmond County|37.9428936|-76.7305609
Roanoke County|37.3435877|-79.9439958
Rockbridge County|37.8145174|-79.4477537
Rockingham County|38.5075848|-78.8853213
Russell County|36.9334198|-82.0959342
Scott County|36.7127756|-82.6136238
Shenandoah County|38.8562040|-78.5739867
Smyth County|36.8423183|-81.5397861
Southampton County|36.7200678|-77.1038135
Spotsylvania County|38.1824314|-77.6572264
Stafford County|38.4132608|-77.4513342
Surry County|37.1197611|-76.8801717
Sussex County|36.9266454|-77.2597319
Tazewell County|37.1253949|-81.5629237
Warren County|38.9082214|-78.2075940
Washington County|36.7478138|-81.9503218
Westmoreland County|38.1093110|-76.8039326
Wise County|36.9745607|-82.6215601
Wythe County|36.8998674|-81.0830007
York County|37.2190813|-76.5616481
Alexandria city|38.8192511|-77.0836695
